naam,land,plaats,categorie,functie,type,bouwjaar,lon,lat
De Kameel,Nederland,Schiedam,windmolen,korenmolen,ronde stenen stellingmolen,2010,4.3988186,51.9169599
De Hamse Molen/De Ster,Nederland,Wanroij,windmolen,korenmolen,standerdmolen (gesloten),1977,5.8221627,51.6565966
De David,Nederland,Warffum,windmolen,zaagmolen,8-kante stellingmolen,1890,6.5592591,53.393408
De Nachtegaal,Nederland,Middenbeemster,windmolen,korenmolen,8-kante grondzeiler,1669,4.9109338,52.5481066
Nooit Gedagt,Nederland,Woudrichem,windmolen,korenmolen,8-kante stenen stellingmolen,1995,5.0037508,51.8170069
Volmolen,Nederland,Waalre,watermolen,electriciteitsopwekking,watergedreven molen met onderslagrad,1992,5.4432025,51.3878333
De Vlijt,Nederland,Wapenveld,windmolen,korenmolen,8-kante grondzeiler,1984,6.0725982,52.4299172
Oortmanmolen,Nederland,Lattrop,windmolen,korenmolen,8-kante stellingmolen,1983,6.976057,52.4270343
Rispens,Nederland,Easterein (Oosterend),windmolen,poldermolen,8-kante grondzeiler,1994,5.6189034,53.0972592
Zeldenrust,Nederland,Overasselt,windmolen,korenmolen,standerdmolen (gesloten),1982,5.7866459,51.7599398
Aurora,Nederland,Baexem,windmolen,korenmolen,standerdmolen (half gesloten),1971,5.8800423,51.2246814
De Oude Molen,Nederland,Kruiningen,windmolen,korenmolen,8-kante grondzeiler,1801,4.034088,51.4488556
De Maasmolen,Nederland,Nederasselt,windmolen,korenmolen,standerdmolen (gesloten),1741,5.7434596000000004,51.7721853
Nooit Gedacht,Nederland,Arnemuiden,windmolen,korenmolen,8-kante grondzeiler,1981,3.6759015,51.5011231
De Distilleerketel,Nederland,Rotterdam (Delfshaven ),windmolen,korenmolen,ronde stenen stellingmolen,1986,4.4539567,51.9048893
Overwaard Molen No. 2,Nederland,Kinderdijk,windmolen,poldermolen,8-kante grondzeiler,1984,4.6330916,51.8837436
Beatrixmolen,Nederland,Winssen,windmolen,korenmolen,8-kante beltmolen,1835,5.7067549,51.8817876
De Himriksmole/De Groene Ster,Nederland,Tytsjerk (Tietjerk),windmolen,poldermolen,spinnenkop,1996,5.9117022,53.2143699
Openluchtmuseum (Boktjasker),Nederland,Arnhem,windmolen,poldermolen,boktjasker,1928,5.8987296,51.9851034
De Grauwe Beer,Nederland,Beesel,windmolen,korenmolen,8-kante beltmolen,1982,6.0468338,51.2696984
Bovenmolen G,Nederland,Nieuwveen,windmolen,poldermolen,8-kante grondzeiler,1810,4.7566311,52.1982849
"Achtkante of Nieuwe Ziendemolen, Polder Nieuwkoop en Noorden",Nederland,Zwammerdam,windmolen,poldermolen,8-kante grondzeiler,1809,4.7292718,52.1055397
De Hoop / 't Jach,Nederland,Culemborg,windmolen,korenmolen,ronde stenen stellingmolen,1854,5.2400448,51.9561076
Rijn en Weert,Nederland,Werkhoven,windmolen,korenmolen,ronde stenen stellingmolen,1882,5.2437838,52.0232139
Sint  Annamolen,Nederland,Nijmegen,windmolen,korenmolen,8-kante stellingmolen,1849,5.8428281,51.8448837
De Vensermolen,Nederland,Diemen,windmolen,poldermolen,8-kante grondzeiler,1704,4.9591888,52.3389926
De Ster / Molen van Buis,Nederland,Barsingerhorn,windmolen,korenmolen,8-kante stellingmolen,1907,4.8451104,52.7852727
Ondermolen Schagerwaard of Witsmeer,Nederland,Dirkshorn,windmolen,poldermolen,8-kante grondzeiler binnenkruier,1630,4.7793944,52.7494753
Oude Molen / Akermolen,Nederland,Amsterdam-Osdorp,windmolen,poldermolen,8-kante grondzeiler,1876,4.7891092,52.3599222
De Blauwe Reiger,Nederland,Haaften,windmolen,korenmolen,ronde stenen stellingmolen,1856,5.2116242,51.8176296
Ronde Molen,Nederland,Varssel,windmolen,korenmolen,ronde stenen stellingmolen,1850,6.3816876,52.0609407
Molen No. 1 Polder Honderd Morgen,Nederland,Moerkapelle,windmolen,poldermolen,8-kante grondzeiler,1648,4.5763794,52.0438616
Molen No. 4 Honderd Morgen,Nederland,Moerkapelle,windmolen,poldermolen,8-kante grondzeiler,1650,4.5763794,52.0438616
"Molen no. 5, Polder Honderd Morgen / De Oorsprong",Nederland,Moerkapelle,windmolen,poldermolen,wipmolen,1623,4.5763794,52.0438616
De Windotter,Nederland,IJsselstein,windmolen,korenmolen,ronde stenen stellingmolen,1732,5.0403003,52.0177649
Stadbroekermolen,Nederland,Sittard,watermolen,korenmolen,watergedreven molen met turbine,1583,5.8864788,51.0006238
Molen van Dortants,Nederland,Oirsbeek,windmolen,korenmolen,ronde stenen grondzeiler,1802,5.9079467,50.9501105
De Bovenste Molen,Nederland,Mechelen / Höfke,watermolen,korenmolen,watergedreven molen met middenslagrad,1828,5.9178116,50.7898152
Wingbergermolen of Epermolen,Nederland,Epen-Terpoorten,watermolen,korenmolen,watergedreven molen met turbine,1844,5.9137339,50.7748368
Broek- of Broekermolen,Nederland,Slenaken,watermolen,koren- oliemolen,watergedreven molen met turbine,1773,5.8613458,50.7686548
Zaagwatermolen,Nederland,Eijsden,watermolen,koren- zaagmolen,watergedreven molen met turbine,1729,5.7077516,50.7773424
Molen van de Kostverlorenpolder,Nederland,"Veld, 't",windmolen,poldermolen,8-kante grondzeiler binnenkruier,1860,4.8548368,52.7398968
"Oude- of Hoge Polder van Pijnacker, Molen van Van der Hoeven",Nederland,Pijnacker,windmolen,poldermolen,8-kante grondzeiler,1861,4.431991,52.0194446
Het Vertrouwen,Nederland,Rotterdam (Delfshaven),windmolen,korenmolen,ronde stenen stellingmolen,1853,4.4539567,51.9048893
Molen van de Delwijnse Polder,Nederland,Delwijnen,windmolen,poldermolen,8-kante grondzeiler,1740,5.1879073,51.770395
Nederwaard Molen no. 1,Nederland,Kinderdijk,windmolen,poldermolen,ronde stenen grondzeiler,1738,4.6330916,51.8837436
Nederwaard Molen no. 2 (bezoekmolen),Nederland,Kinderdijk,windmolen,poldermolen,ronde stenen grondzeiler,1738,4.6330916,51.8837436
Nederwaard Molen no. 3,Nederland,Kinderdijk,windmolen,poldermolen,ronde stenen grondzeiler,1738,4.6330916,51.8837436
Nederwaard Molen no. 4,Nederland,Kinderdijk,windmolen,poldermolen,ronde stenen grondzeiler,1738,4.6330916,51.8837436
Nederwaard Molen no. 5,Nederland,Kinderdijk,windmolen,poldermolen,ronde stenen grondzeiler,1738,4.6330916,51.8837436
Nederwaard Molen no. 6,Nederland,Kinderdijk,windmolen,poldermolen,ronde stenen grondzeiler,1738,4.6330916,51.8837436
Nederwaard Molen no. 7,Nederland,Kinderdijk,windmolen,poldermolen,ronde stenen grondzeiler,1738,4.6330916,51.8837436
Nederwaard Molen no. 8,Nederland,Kinderdijk,windmolen,poldermolen,ronde stenen grondzeiler,1738,4.6330916,51.8837436
"De Grote- of Oude Molen, Kralingerpolder",Nederland,Maasland,windmolen,poldermolen,ronde stenen grondzeiler,1752,4.2728618,51.9350968
Watermolen,Nederland,Deurne,watermolen,onbekend,watergedreven molen met onderslagrad,1690,5.7950679,51.4642201
Molen Luteyn,Nederland,Nieuwvliet,windmolen,korenmolen,ronde stenen stellingmolen,1859,3.4733429,51.3719096
Binnenmolen,Nederland,Rhenen,windmolen,korenmolen,ronde stenen stellingmolen,1893,5.5711155,51.9621397
Nieuw Leven,Nederland,Valburg,windmolen,korenmolen,standerdmolen (gesloten),1750,5.7922291,51.9110711
Openluchtmuseum (vh. Huizermolen),Nederland,Arnhem,windmolen,korenmolen,standerdmolen (open),1870,5.8987296,51.9851034
De Keetmolen,Nederland,Ede,windmolen,korenmolen,8-kante stenen beltmolen,1858,5.6648594,52.0401675
Boezemmolen No. 6,Nederland,Haastrecht,windmolen,poldermolen,ronde stenen grondzeiler,1873,4.7773595,51.998047
De Bachtenaar,Nederland,Vlist,windmolen,poldermolen,wipmolen,1714,4.8171551,51.9809619
De Hersteller,Nederland,Zwolle,windmolen,korenmolen,6-kante stellingmolen,1807,6.0830219,52.5167747
De Ooievaar (vh. Holtermansmolen) Afgebrand,Nederland,Terwolde,windmolen,korenmolen,8-kante stellingmolen,1987,6.0990234,52.2836031
Sint Maartenpolder,Nederland,Hoeven,windmolen,poldermolen,ronde stenen grondzeiler,1756,4.5839864,51.5791978
Polder Dirksland,Nederland,Dirksland,windmolen,poldermolen,ronde stenen grondzeiler,1731,4.0920971,51.7506355
De Otter,Nederland,Amsterdam-West,windmolen,houtzaagmolen,paltrok,1631,4.8625133,52.3733543
Op Hoop van Beter,Nederland,Ingen,windmolen,korenmolen,ronde stenen stellingmolen,1893,5.4867641,51.9601532
Heimolen,Nederland,Beuningen,windmolen,koren- houtzaagmolen,8-kante stellingmolen,1901,5.7691067,51.8597237
Houtzaagmolen Twickel,Nederland,Delden,windmolen,houtzaagmolen,8-kante stellingmolen,1771,6.7092109,52.2599979
De Noordmolen,Nederland,Delden/Azelo,watermolen,oliemolen,watergedreven molen met onderslagrad,1325,6.7092109,52.2599979
Grathemermolen,Nederland,Grathem,watermolen,korenmolen,watergedreven molen met turbine,1874,5.8575731,51.1941673
Getijdenmolen Bergen op Zoom,Nederland,Bergen op Zoom,watermolen,korenmolen,watergedreven molen met onderslagrad,1499,4.2871622,51.4945758
Nr. 1 van de A-gang van de Bleiswijkse Droogmakerij (De A-1),Nederland,Bleiswijk,windmolen,poldermolen,8-kante grondzeiler,1772,4.5384196,52.0094799
Molen C-1 Bleiswijkse Droogmakerij,Nederland,Bleiswijk,windmolen,poldermolen,8-kante grondzeiler,1849,4.5384196,52.0094799
De Spoordonkse Watermolen,Nederland,Spoordonk,watermolen,korenmolen,watergedreven molen met onderslagrad,1868,5.2691777,51.5186258
De Ronde Molen,Nederland,Gemonde,windmolen,korenmolen,ronde stenen stellingmolen,1910,5.358461,51.6203504
Düffels Möll,Nederland,Stokkum,windmolen,korenmolen,ronde stenen grondzeiler,1861,6.2225361,51.8774173
De Jager,Nederland,Woudsend,windmolen,houtzaagmolen,8-kante stellingmolen,1719,5.6287027,52.9427599
De Ronde Molen,Nederland,Overslag,windmolen,korenmolen,ronde stenen stellingmolen,1859,3.8914575,51.2031259
Stadsmolen,Nederland,Axel,windmolen,korenmolen,ronde stenen stellingmolen,1750,3.9094234,51.2668789
De Middelste Molen,Nederland,Loenen,watermolen,papiermolen,watergedreven molen met bovenslagrad,1878,6.0190086,52.1164315
Speelman,Nederland,Sassenheim,windmolen,korenmolen,8-kante stellingmolen,1846,4.5200498,52.2246479
Leumolen of Sint Ursulamolen,Nederland,Nunhem,watermolen,koren- oliemolen,watergedreven molen met onderslagrad,1773,5.9609248,51.2453624
De Haas,Nederland,Oud-Sabbinge,windmolen,korenmolen,ronde stenen stellingmolen,1852,3.8036294,51.5295628
Molen Bakker,Nederland,Giethoorn,windmolen,korenmolen,8-kante grondzeiler,1878,6.0779779,52.7401779
Geeuwpoldermolen of Geau's Mole,Nederland,Oppenhuizen/Uitwellingerga,windmolen,poldermolen,spinnenkop,1832,5.6964222,53.0125795
De Dieterdermolen,Nederland,Dieteren,watermolen,korenmolen,watergedreven molen met turbine,1806,5.8437148,51.0755967
Kruitmolen,Nederland,Valkenburg,watermolen,electriciteitsopwekking,watergedreven molen met middenslagrad,1819,5.8320514,50.8652306
De Westermolen,Nederland,Kollumerpomp,windmolen,poldermolen,8-kante grondzeiler,1845,6.1902579,53.3040887
Bombay,Nederland,Doezum,windmolen,poldermolen,8-kante grondzeiler,1878,6.2485292,53.1999099
Herinckhave,Nederland,Fleringen,watermolen,korenmolen,watergedreven molen met onderslagrad,1521,6.8048226,52.3806059
Openluchtmuseum (Spinnenkop),Nederland,Arnhem,windmolen,poldermolen,spinnenkop,1925,5.8987296,51.9851034
Openluchtmuseum (Spinnenwiel/Mijn Genoegen),Nederland,Arnhem,windmolen,houtzaagmolen,paltrok,1926,5.8987296,51.9851034
Molen van de Kerkepolder,Nederland,Wognum,windmolen,poldermolen,wipmolen,1866,5.0228454,52.6818409
De Kasteelmolen,Nederland,Baarlo,watermolen,korenmolen,watergedreven molen met onderslagrad,1700,6.0950702,51.3301266
Muggemolen,Nederland,Eijsden (Hoog-Caestert),watermolen,korenmolen,watergedreven molen met middenslagrad,1886,5.7077516,50.7773424
Schouwsmolen/ Schoufsmolen/ Molen van Thorn (Restant),Nederland,Ittervoort,watermolen,korenmolen,watergedreven molen met onderslagrad,1630,5.8180287999999996,51.1698532
"Groote, Oude of Banmolen",Nederland,Meerssen,watermolen,korenmolen,watergedreven molen met turbine,1935,5.7526367,50.8849427
De Vier Winden,Nederland,Vragender,windmolen,korenmolen,8-kante stellingmolen,1958,6.6117406,51.986733
De Wielewaal,Nederland,Wapenveld,windmolen,poldermolen,8-kante grondzeiler,1959,6.0725982,52.4299172
Hoekpolder,Nederland,Rijswijk,windmolen,poldermolen,8-kante grondzeiler,1721,4.3219738,52.0376977
De Jager,Nederland,Herwijnen,windmolen,korenmolen,ronde stenen grondzeiler,1743,5.1296092,51.8266984
De Hoevense Beemden,Nederland,Hoeven,windmolen,poldermolen,ronde stenen grondzeiler,1756,4.5839864,51.5791978
Zuidmolen,Nederland,Bleskensgraaf,windmolen,poldermolen,stenen grondzeiler,1883,4.7842567,51.8724414
Tullekensmolen,Nederland,Beekbergen,watermolen,wasserij,watergedreven molen met bovenslagrad,1535,5.9641562,52.1596662
Buskruitmolen No. 3/ De Oude Molen,Nederland,Ouderkerk aan de Amstel,rosmolen,kruitmolen,rosmolen,1742,4.915337,52.2947295
Ronckensteinsmolen (koren),Nederland,Reuver,watermolen,"korenmolen, oliemolen",watergedreven molen,1450,6.0828226,51.2862173
Maalbekermolen,Nederland,Belfeld,watermolen,onbekend,onbekend,1766,6.1209199,51.3136515
De Tijd,Nederland,Oostendorp-Elburg,windmolen,korenmolen,8-kante stellingmolen,1854,5.8570522,52.4455575
Molen van Carolus Houben,Nederland,Munstergeleen,watermolen,korenmolen,watergedreven molen,1287,5.8639537,50.9741745
Molen van Luijten,Nederland,Munstergeleen,watermolen,"oliemolen, houtzagerij",watergedreven molen,1287,5.8639537,50.9741745
Caumermolen,Nederland,Heerlen,watermolen,korenmolen,watergedreven molen,1371,5.9794988,50.8881742
Schandelermolen,Nederland,Heerlen,watermolen,korenmolen,watergedreven molen,1562,5.9794988,50.8881742
De Grutterij,Nederland,Loosdrecht,rosmolen,grutmolen,rosmolen,1600,5.0897784,52.1985586
Watermolen de Ancker/ Papiermolen,Nederland,Maastricht,watermolen,papiermolen,onbekend,1775,5.6909725,50.8513682
De Molen van Hochstenbach,Nederland,Sittard,watermolen,"oliemolen, later korenmolen",watergedreven molen,1823,5.8864788,51.0006238
Rosmolen boerderij Het Gagelgat,Nederland,Soest,rosmolen,karnmolen,rosmolen,1712,5.299197,52.1763515
Watermolen van Stein,Nederland,Stein,watermolen,korenmolen,onbekend,1800,5.7662196,50.9679738
De Kraekermolen,Nederland,Thorn,watermolen,korenmolen,watergedreven molen,1880,5.8427213,51.1626128
De Oliemolen,Nederland,Tilburg,rosmolen,oliemolen,rosmolen,1618,5.0919143,51.560596
Roermolen/ Roersemolen,Nederland,Etzenrade,watermolen,"korenmolen, later ook oliemolen",watergedreven molen,1794,5.9608582,50.9779149
Kasteelmolen,Nederland,Lemiers,watermolen,onbekend,watergedreven molen,1667,5.9924527,50.7854894
Schoeërmolen,Nederland,Mamelis,watermolen,"korenmolen, vh. koren- en slijpmolen",watergedreven molen,1800,5.972661,50.7969804
Molen van Hout-Blerick/ De Watermeule,Nederland,Hout-Blerick,watermolen,"korenmolen, oliemolen",watergedreven molen,1700,6.1297961,51.3567694
Oostrumse watermolen/ Campsmolen,Nederland,Oostrum,watermolen,"korenmolen, oliemolen",watergedreven molen,1500,6.0161961,51.528588
Oliemolen van Weustenrade,Nederland,Weustenrade,watermolen,oliemolen,watergedreven molen,1800,5.9151081,50.8993716
Brunsummer Molen,Nederland,Brunssum,watermolen,onbekend,watergedreven molen,1800,5.9721662,50.9488959
Weyer oliemolen (1)/ Bovenste of Voorste molen,Nederland,Maastricht,watermolen,"korenmolen, glazuurmolen",watergedreven molen,1618,5.6909725,50.8513682
Meestoof Willem III,Nederland,Noordgouwe,rosmolen,meekrapmolen,rosmolen,1863,3.9382807,51.6934407
Nekummermolen,Nederland,Maastricht,watermolen,glazuurmolen,watergedreven molen,1869,5.6909725,50.8513682
Stadbroekermolen,Nederland,Sittard,watermolen,korenmolen,watergedreven molen met turbine,1583,5.8864788,51.0006238
Karnmolen boerderij De Merwerd,Nederland,Leur,rosmolen,karnmolen,karnmolenhuisje,1857,4.6671384,51.5868855
Watermolen van Echt,Nederland,Echt,watermolen,"korenmolen, oliemolen",watergedreven molen,1300,5.874584,51.1034765
Karnmolen,Nederland,Tilburg,koemolen,karnmolen,karnmolenhuisje,1850,5.0919143,51.560596
De Korenmolen,Nederland,Etten-Leur,windmolen,korenmolen,ronde stenen stellingmolen,1849,4.6671384,51.5868855
Hargpolder/ Hargmolen (3e),Nederland,Kethel,windmolen,poldermolen,grondzeiler,1877,4.367032,51.938715
De Rijzende Zon,Nederland,Nieuw-Vennep,windmolen,korenmolen,stellingmolen,1885,4.6318006,52.2640283
"Zevenhovense polder, ondermolen H",Nederland,Nieuwveen,windmolen,poldermolen,grondzeiler,1810,4.7566311,52.1982849
"Zevenhovense polder, Jonker bovenmolen B",Nederland,Zevenhoven,windmolen,poldermolen,grondzeiler,1797,4.7817564,52.1802606
"De Ronde Veenen/ Polder Veldzijde, Driehuizer Molen",Nederland,Wilnis,windmolen,poldermolen,grondzeiler,1667,4.9041875,52.1956103
"Voordijkschepolder, Noordsche Wip",Nederland,Zevenhoven,windmolen,poldermolen,wipmolen,1624,4.7817564,52.1802606
Molen van Van Zijl/ De Heul,Nederland,Bunnik,windmolen,korenmolen,stellingmolen,1800,5.2007761,52.0665285
Holkermolen,Nederland,Nijkerk,windmolen,korenmolen,beltmolen,1800,5.4835625,52.2224835
De Dankbaarheid/ De Vlasblom,Nederland,Scherpenzeel,windmolen,korenmolen,stellingmolen,1912,5.4880645,52.0789297
"Eilandspolder, Westermolen/ Leymolen",Nederland,Driehuizen,windmolen,poldermolen,grondzeiler,1625,4.8073131,52.5779152
Molen van Fick/ Eschse Molen,Nederland,Esch,windmolen,korenmolen,stellingmolen,1875,5.2901588,51.611461
Boonesmolen,Nederland,Weert,windmolen,"korenmolen, pelmolen, oliemolen",beltmolen,1855,5.7142222,51.2439415
Linnermolen (wind),Nederland,Linne,windmolen,korenmolen,beltmolen,1800,5.9405902,51.155428
Molen op de Swalm/ St. Lambertus,Nederland,Swalmen,watermolen,"korenmolen, oliemolen",watergedreven molen,1786,6.046671,51.2295456
Oliemolen,Nederland,Meerlo,watermolen,"oliemolen, runmolen",watergedreven molen,1832,6.0854637,51.5135768
Op Hoop van Zegen/ De Verandering,Nederland,Sambeek,windmolen,korenmolen,beltmolen,1902,5.9650533,51.6356817
Molen van Jutphaas/ De Batavier,Nederland,Jutphaas,windmolen,"korenmolen, pelmolen",wipmolen,1680,5.0883743,52.0358022
"Groot-Duivendrechtsepolder (hoge deel), Weideheuvel/ Strandvliet",Nederland,Ouderkerk aan de Amstel,windmolen,poldermolen,grondzeiler,1722,4.915337,52.2947295
Polder Kamerhop,Nederland,De Rijp,windmolen,poldermolen,grondzeiler,1823,4.8468049,52.5563611
Molen van Van de Wouw,Nederland,Loon op Zand,windmolen,korenmolen,beltmolen,1867,5.0720086,51.6270137
Korenmolen van De Heus/ Tolmolen,Nederland,Barneveld,watermolen,hennepklopper,watergedreven molen,1600,5.5841509,52.1401901
Watermolen van Wijnen,Nederland,Laag-Soeren,watermolen,korenmolen,watergedreven molen,1805,6.0739664,52.0835588
Aeolus,Nederland,Steenderen,windmolen,korenmolen,grondzeiler,1860,6.1896971,52.0643561
Jolinksmolen,Nederland,Toldijk,windmolen,korenmolen,beltmolen,1855,6.221237,52.053962
Molen Van den Brink,Nederland,Wichmond,windmolen,korenmolen,beltmolen,1855,6.2596307,52.0900691
Molen Lammers,Nederland,Empe,windmolen,korenmolen,stellingmolen,1836,6.1410917,52.1552704
De Koe/ Fekkesmole/ Doltemolen,Nederland,Workum/ Warkum,windmolen,zaagmolen,stellingmolen,1647,5.4495924,52.9803166
Molen van Van Anken,Nederland,Lutjegast,windmolen,"roggemolen, pelmolen",stellingmolen,1856,6.2574597,53.234684
Molen Woldring,Nederland,Noordwolde,windmolen,"korenmolen, pelmolen",stellingmolen,1854,6.1412468,52.8905767
Molen van Wiersema/ Garage A.J. Stalman,Nederland,Zuidwolde,windmolen,"korenmolen, pelmolen",stellingmolen,1848,6.4258818,52.6743159
De Meeuw,Nederland,Groningen,windmolen,"pelmolen, oliemolen",stellingmolen,1700,6.5665017,53.2193835
Bijo/ Molen van Tromp/ Molen van Luttikhold/ Molen van Koo,Nederland,Warffum,windmolen,"korenmolen, pelmolen",stellingmolen,1856,6.5592591,53.393408
Molen Ridder,Nederland,Sint-Annen,windmolen,korenmolen,stellingmolen,1883,6.6650544,53.2974996
Molen Beeuwen,Nederland,Midwolda,windmolen,"korenmolen, pelmolen",stellingmolen,1844,7.0136972,53.1951109
Molen Vissinga/ Molen van Stavoren,Nederland,Oude Pekela,windmolen,korenmolen,stellingmolen,1831,7.0064744,53.1032425
Molen Mulder,Nederland,Veendam,windmolen,korenmolen,stellingmolen,1898,6.8750998,53.1062782
(koren- en pelmolen),Nederland,Musselkanaal,windmolen,"korenmolen, pelmolen",stellingmolen,1854,7.0180003,52.9268737
Molen van Jan Meyer/ Kamping-Tammes/ Lange Jan,Nederland,Vlagtwedde,windmolen,korenmolen,stellingmolen,1856,7.1107879,53.0270253
Molen Swabedissen,Nederland,Hellum,windmolen,korenmolen,stellingmolen,1798,6.8380764,53.238146
Windlust/ Molen v. Begeman,Nederland,Siddeburen,windmolen,korenmolen,stellingmolen,1871,6.8643285,53.2475764
Aeolus,Nederland,Termunten,windmolen,koren- pelmolen,8-kante stellingmolen,1890,7.0461427,53.2969035
Molen Bulder,Nederland,Westerlee,windmolen,korenmolen,stellingmolen,1852,6.9913426,53.1476932
Molen van Leugs,Nederland,Garmerwolde,windmolen,"korenmolen, pelmolen, tijdelijk ook zaagmolen",stellingmolen,1852,6.6482078,53.2486932
Molen Smid/ Molen Busch,Nederland,Assen,windmolen,korenmolen,stellingmolen,1808,6.5642284,52.992753
Veldhovense molen (2e)/ Teurlingsmolen,Nederland,Tilburg,windmolen,korenmolen,stellingmolen,1889,5.0919143,51.560596
"Waardassackerpolder, Molen De Waard",Nederland,Abcoude,windmolen,poldermolen,grondzeiler,1671,4.9704743,52.272071
De Katuil/ De Welgelegen,Nederland,Wognum,windmolen,korenmolen,grondzeiler,1879,5.0228454,52.6818409
De Herder/ De Molen van Bram Verweij,Nederland,Willeskop,windmolen,korenmolen,stellingmolen,1904,4.901522,52.0239626
Polder Blommendaal/ Blommendaalse Molen/ Bloemendaalse molen,Nederland,Noordeloos,windmolen,poldermolen,grondzeiler,1792,4.944463,51.9041025
"Polder Herwijnen, Hooglandse Watermolen (2e)",Nederland,Herwijnen,windmolen,poldermolen,grondzeiler,1878,5.1296092,51.8266984
"Monnikenmeer, Dijksbrug Watermolen",Nederland,Broek in Waterland,windmolen,poldermolen,grondzeiler,1863,4.9913156,52.4357808
De Ceres/ Molen Peters,Nederland,Loo,windmolen,korenmolen,stellingmolen,1865,5.9460087,52.2348993
De Ooijse Kroon/Molen Maenen,Nederland,Ooij,windmolen,korenmolen,stellingmolen,1878,5.9391535,51.8546481
Molen van Berntsen/ Molen ten Benzel,Nederland,Loerbeek,windmolen,korenmolen,beltmolen,1845,6.1989396,51.9202429
(beltmolen),Nederland,Wehl,windmolen,korenmolen,beltmolen,1847,6.2107418,51.9619155
Reyrinksmolen,Nederland,Silvolde,windmolen,korenmolen,beltmolen,1862,6.3849034,51.9094896
Ottink's molen,Nederland,Stepelo,windmolen,korenmolen,beltmolen,1857,6.7270200000000004,52.1988699
De Hoop/ Molen Reudink,Nederland,Lochem,windmolen,"korenmolen, oliemolen, runmolen, pelmolen",stellingmolen,1825,6.4155986,52.1614115
(watermolen),Nederland,Ruurlo,watermolen,"korenmolen, oliemolen",watergedreven molen,1600,6.4548904,52.081603
Waterradmolen te Vorden,Nederland,Vorden,watermolen,korenmolen,watergedreven molen,1714,6.3140488,52.1044492
Molen Dommerholt,Nederland,Epse,windmolen,korenmolen,stellingmolen,1838,6.2020898,52.2250088
Hennepermolen/ Hunneper molen (2e),Nederland,Deventer,windmolen,korenmolen,stellingmolen,1889,6.1552165,52.2660751
"Polder Middelblok en Veerstalblok, deel Middelblok/ De Drie Gebroeders",Nederland,Gouderak,windmolen,poldermolen,stellingmolen,1869,4.6772369,51.9840209
Polder Berkenwoude/ De Berkouse Molen/ Hoge Molen,Nederland,Ouderkerk aan den IJssel,windmolen,poldermolen,stellingmolen,1867,4.6371786,51.9324481
"Eendragtspolder, Nr. 1 , Noordelijke bovenste middelmolen",Nederland,Zevenhuizen,windmolen,poldermolen,grondzeiler,1757,4.5876983,52.0116076
"Eendragtspolder, Nr. 2, Zuidelijke bovenste middelmolen",Nederland,Zevenhuizen,windmolen,poldermolen,grondzeiler,1757,4.5876983,52.0116076
"Bleiswijkse Droogmakerij, No. 15/ B2 bovenmolen",Nederland,Bleiswijk,windmolen,poldermolen,grondzeiler,1773,4.5384196,52.0094799
"Binnenwegsepolder, No. 5, bovenmolen",Nederland,Bleiswijk,windmolen,poldermolen,grondzeiler,1701,4.5384196,52.0094799
"Palensteinse polder, bovenmolen/ Elleboogsche molen",Nederland,Zoetermeer,windmolen,poldermolen,grondzeiler,1759,4.494025,52.060669
"Palensteinse polder, middenmolen",Nederland,Zoetermeer,windmolen,poldermolen,grondzeiler,1759,4.494025,52.060669
"Palensteinse polder, ondermolen",Nederland,Zoetermeer,windmolen,poldermolen,grondzeiler,1759,4.494025,52.060669
De Korenschoof,Nederland,Aalsmeerderbrug,windmolen,korenmolen,stellingmolen,1889,4.7508609999999996,52.2740532
"Benthuizer Noord- en Zuidpolder, middelmolen/ Nr. 3",Nederland,Benthuizen,windmolen,poldermolen,grondzeiler,1760,4.5430066,52.0766777
"Drooggemaakte Gelderswoudsche Polder, Gelderswoudsche Molen/ bovenmolen",Nederland,Gelderswoude,windmolen,poldermolen,grondzeiler,1628,4.5310052,52.0909366
"Meeslouwerpolder, Meerburgermolen",Nederland,Stompwijk,windmolen,poldermolen,grondzeiler,1850,4.4711253,52.0955919
"Bovenkerkerpolder, De Parel",Nederland,Nes aan de Amstel,windmolen,poldermolen,grondzeiler,1766,4.8675135,52.2589004
"Bovenkerkerpolder, De Hoorn",Nederland,Nes aan de Amstel,windmolen,poldermolen,grondzeiler,1860,4.8675135,52.2589004
"Bovenkerkerpolder, Cornelia Wilhelmina",Nederland,Nes aan de Amstel,windmolen,poldermolen,grondzeiler,1767,4.8675135,52.2589004
"Oostvlietpolder, Oostvlietmolen",Nederland,Leiden,windmolen,poldermolen,grondzeiler,1748,4.4970097000000004,52.1601144
"Belmermeer, De Belmermeermolen",Nederland,Broek in Waterland,windmolen,poldermolen,grondzeiler,1737,4.9913156,52.4357808
"Griet- en Vriesekoopsepolder, Grietmolen/ Nr. 3",Nederland,Leimuiden,windmolen,poldermolen,grondzeiler,1744,4.6668746,52.2240539
"Nieuwkoopse Droogmakerij, 5e gang, bovenmolen nr. 5",Nederland,Nieuwkoop,windmolen,poldermolen,grondzeiler,1797,4.777359,52.1500559
De Zandbeltermolen/ Molen van Gerritsen,Nederland,Lettele,windmolen,korenmolen,stellingmolen,1846,6.2719909,52.2765024
Molen van Gerritsen,Nederland,Okkenbroek,windmolen,korenmolen,stellingmolen,1852,6.320483,52.2983662
Molen Slaghekke,Nederland,Rijssen,windmolen,"korenmolen, pelmolen",stellingmolen,1897,6.5213493,52.3081686
